web-scraper-order,web-scraper-start-url,more-button,professor link,professor link-href,Review-Body,Date,Course-Name,For-Credit,Attendance,Take-Again,Grade,Textbook,Quality,Difficulty,more-ratings
"1714781459-1922","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.313 ratingsSteve HollandBusinessUniversity of Washington100% would take again 3.8 level of difficulty","https://www.ratemyprofessors.com/professor/219026","He will work you but he is a goood teacher.","Aug 30th, 2005","BBUS451","","","","","","Quality5.0","5.0",""
"1714781469-1923","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Dr. Krisnamurthy is one of the most caring faculty members on campus. I asked him for some help outside of class and gave me great feedback. He is a marketing expert! He even helped me with my LinkedIn account. If you take his class, make sure you take advantage of this great opportunity as he truly cares about student success even after the 1/4","Mar 22nd, 2019","BBUS429","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Helpful 1 0","Quality5.0","5.0",""
"1714781469-1924","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Sandeep is one of the best professors out there, his commitment to student success is what inspired me to be the professional I am today. I remember asking him about an entrepreneurial idea I had, and he connected me with high-level executives to present this idea. He wants his students to succeed no matter what!","Aug 19th, 2018","BBUS429","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","4.0",""
"1714781469-1925","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Professor Sandeep was one of my favorite professors that I have ever had. He truly cared for my success not only as a student, but as a person and I am forever grateful for him.","Aug 14th, 2018","BBUS320","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","4.0",""
"1714781469-1926","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Dean Sandeep's energy and enthusiasm alongside his motivating spirit encouraged my team and I to take on the ambitious project of hosting PNW's first MBA Conference. We couldn't have done it without his support and guidance.","Jul 25th, 2018","BBUS590","For Credit: Yes","Would Take Again: Yes","Textbook: Yes","Textbook: Yes","Helpful 0 0","Quality5.0","4.0",""
"1714781469-1927","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Sandeep has been an excellent dean to the UWB business school. Encouraging growth and connections with local seattle professionals and always providing students with various avenues of growing. Though not rating for a specific class, I would highly suggest any business student to connect with Sandeep and use his experience to your benefit.","Jul 16th, 2018","BBUS490","For Credit: Yes","Would Take Again: Yes","Textbook: Yes","Textbook: Yes","","Quality5.0","3.0",""
"1714781469-1928","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Dean Krishnamurthy is the best mentor, dean and professor I have ever had the pleasure to learn from. He always takes the time to advise students at UW Bothell, even students who aren't business majors. He supports student clubs, helps students with their goals and tries his best to help all students succeed. UW Bothell is lucky to have him.","Jul 14th, 2018","BBUS320","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","3.0",""
"1714781469-1929","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","The worst teacher in the whole school. I would never take this teacher again, waist of money and time!!!","Apr 23rd, 2009","BBUS320","Textbook: Yes","","","","","Quality1.0","1.0",""
"1714781469-1930","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Sandeep is a very cool teacher. Quizes are a piece of cake if you attend lectures. He is always willing to help you and answeres email questions.","Mar 17th, 2009","BBUS320","Textbook: Yes","","","","","Quality4.5","3.0",""
"1714781469-1931","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Many students are very frustrated. He explains assignments and releases grading rubrics only after assignment is turned in. No details are given about format of tests. Practice quizzes are nothing like the tests they are supposed to prepare you for. He does not give feedback. Many students received the lowest grades in their academic careers.","Feb 24th, 2009","BBUS320","Textbook: No","","","","","Quality2.0","5.0",""
"1714781469-1932","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","This class was considered a capstone class for me, and I must say that this class was more useful than the other two capstone classes put together (BBUS470 and BBUS480). Sandeep gives interesting assignments in relations to the WEB. He also gives you the freedom to pick your own topic for the final project. Use your imagination and ace this class.","Jun 24th, 2008","BBUS489","Textbook: No","","","","","Quality4.0","1.0",""
"1714781469-1933","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","He's good, helpful and very encouraging to all students. He'll try getting the best out of you, only if you are ready to learn from him.","Mar 6th, 2008","BUS320","Textbook: No","","","","","Quality4.0","1.0",""
"1714781469-1934","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Great instructor, engaging, interesting, just plain fun!!!","Jul 26th, 2006","INTERNET","","","","","","Quality4.0","2.0",""
"1714781469-1935","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Prof. made subject interesting and enjoyable. I would have to say it was one of the classes I learned the most from. He gives you good freedom on the projects but can give week feedback if he didn't like something. Overall not a bad guy","Jul 7th, 2006","BBUS489","","","","","","Quality4.0","3.0",""
"1714781469-1936","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","If Sandeep is one of the best teachers at UWB, then I am screwed! He is a nice guy, but not exactly a great teacher, he was always very vague with assignment directions. At the end of the quarter I realized I could have learned as much  by just reading the material.I guess he is O.K.","Dec 29th, 2005","BBUS320","","","","","","Quality4.5","1.0",""
"1714781469-1937","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","His teaching style is very eclectic. He pretends to listen to a student but he doesn't. Loves the Internet and gets easily carried away by clips which sometimes are not connected to marketing. There will be no low-hanging fruit in this class in terms of extra points for your grade.","Dec 21st, 2005","BBUS320","","","","","","Quality3.0","2.0",""
"1714781469-1938","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Sandeep really cares about his students and was always available for help. Class lectures were good. Made class lively and entertaining. One of the best professors at UWB.","Dec 16th, 2005","BBUS320","","","","","","Quality5.0","1.0",""
"1714781469-1939","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","Sandeep is a great instructor. He is passionate about teaching and makes you curious. Lectures are not very long and always entertaining. You leave his class with a sense that you actually learned something. Not very many assignments, but the assignments you do have are worth alot. Don't wait to start working on the projects. Best prof on campus!","Dec 10th, 2005","BBUS320","","","","","","Quality4.5","3.0",""
"1714781469-1940","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.025 ratingsSandeep KrishnamurthyBusinessUniversity of Washington100% would take again 2.6 level of difficulty","https://www.ratemyprofessors.com/professor/195803","great prof.","Nov 6th, 2005","BUS320","","","","","","Quality5.0","4.0",""
